nconst,primaryName,knownForTitles
nm0000346,Macaulay Culkin,"tt0099785,tt0107034,tt0104431,tt0102492"
nm0000347,Tim Curry,"tt0099810,tt0112715,tt0073629,tt0088930"
nm0000348,Tony Curtis,"tt0051036,tt0053291,tt0054331,tt0066701"
nm0000349,Joan Cusack,"tt0119360,tt0096463,tt1659337,tt0119229"
nm0000350,Beverly D'Angelo,"tt0097958,tt0085995,tt0120434,tt0120586"
nm0000351,Donna D'Errico,"tt12861508,tt4270458,tt4459134,tt7235466"
nm0000352,Vincent D'Onofrio,"tt0119654,tt0209958,tt0369610,tt0093058"
nm0000353,Willem Dafoe,"tt7984734,tt6938828,tt5649144,tt0145487"
nm0000354,Matt Damon,"tt3659388,tt0407887,tt0119217,tt0134119"
nm0000355,Anthony Daniels,"tt2488496,tt0076759,tt2527336,tt0080684"
nm0000356,Sybil Danning,"tt0085672,tt0373883,tt0085318,tt0080421"
nm0000357,Lolita Davidovich,"tt0096943,tt0092513,tt0102138,tt0329717"
nm0000358,Daniel Day-Lewis,"tt0443272,tt0217505,tt0469494,tt0104691"
nm0000359,Olivier De Funès,"tt0064425,tt0065848,tt0060475,tt0250077"
nm0000360,Rebecca De Mornay,"tt0396269,tt0089941,tt0104389,tt0086200"
nm0000361,Brian De Palma,"tt0086984,tt0080661,tt0120832,tt0094226"
nm0000362,Danny DeVito,"tt0103776,tt0117008,tt0094142,tt0098621"
nm0000363,Loren Dean,"tt0098258,tt0186566,tt0120660,tt0112384"
nm0000364,Sandra Dee,"tt0052847,tt0053320,tt0052918,tt0056093"
nm0000365,Julie Delpy,"tt0112471,tt0381681,tt0841044,tt0111507"
nm0000366,Catherine Deneuve,"tt0283832,tt0059646,tt0061395,tt0168629"
nm0000367,Gérard Depardieu,"tt0120744,tt0099699,tt0103594,tt0099334"
nm0000368,Laura Dern,"tt7653254,tt0107290,tt2305051,tt0090756"
nm0000369,Matt Dillon,"tt0129387,tt4003440,tt0375679,tt0097240"
nm0000370,Walt Disney,"tt0058331,tt0029583,tt0034492,tt0048280"
nm0000371,Ami Dolenz,"tt0092718,tt0056758,tt0107949,tt0110913"
nm0000372,Amanda Donohoe,"tt0119528,tt0110428,tt0095488,tt0090466"
nm0000373,Michael Dorn,"tt0253754,tt0117731,tt0120844,tt0111280"
nm0000374,Brad Dourif,"tt0073486,tt0095647,tt0167261,tt0087182"
nm0000375,Robert Downey Jr.,"tt0371746,tt1300854,tt0848228,tt0988045"
nm0000376,Fran Drescher,"tt0837562,tt0098546,tt0118691,tt0106080"
nm0000377,Richard Dreyfuss,"tt0076095,tt0069704,tt0075860,tt0073195"
nm0000378,Minnie Driver,"tt0112679,tt0119217,tt5592146,tt0496343"
nm0000379,Kirsten Dunst,"tt1527186,tt0145487,tt0110367,tt0110148"
nm0000380,Robert Duvall,"tt0118632,tt0078788,tt0086423,tt0316356"
nm0000381,Anthony Edwards,"tt0088000,tt0092099,tt0108757,tt0443706"
nm0000382,Atom Egoyan,"tt0273435,tt1352824,tt0120255,tt2326612"
nm0000383,Jennifer Ehle,"tt1790885,tt0112130,tt2392830,tt4919484"
nm0000384,Danny Elfman,"tt0119654,tt0367594,tt0121164,tt0107688"
nm0000385,Sam Elliott,"tt0098206,tt0118715,tt5655222,tt1517451"
nm0000386,Roland Emmerich,"tt0319262,tt0116629,tt1628841,tt0120685"
nm0000387,Robert Englund,"tt0095742,tt0093629,tt0329101,tt0087800"
nm0000388,R. Lee Ermey,"tt0093058,tt0095647,tt0114369,tt0324216"
nm0000389,Emilio Estevez,"tt3294746,tt0308055,tt0100994,tt1441912"
nm0000390,Joe Eszterhas,"tt0114436,tt0118577,tt0108162,tt0103772"
nm0000391,Rupert Everett,"tt0122541,tt0109592,tt0119738,tt2404639"
nm0000392,Morgan Fairchild,"tt0084652,tt0108778,tt1754944,tt0081858"
nm0000393,Peter Falk,"tt0093779,tt0281322,tt1466074,tt0074937"
nm0000394,Chris Farley,"tt0114694,tt0115697,tt0106598,tt0118708"
nm0000395,Terry Farrell,"tt0174378,tt0090685,tt0104409,tt0106145"
nm0000396,Farrah Fawcett,"tt0074812,tt0082136,tt0073972,tt0079285"
nm0000397,Corey Feldman,"tt0092005,tt0089218,tt0093437,tt0087298"
nm0000398,Sally Field,"tt0098384,tt0109830,tt0443272,tt0076729"
nm0000399,David Fincher,"tt0443706,tt1285016,tt2267998,tt0114369"
nm0000400,Linda Fiorentino,"tt0110308,tt0120655,tt0088680,tt0119654"
nm0000401,Laurence Fishburne,"tt0133093,tt0234215,tt1598778,tt0327056"
nm0000402,Carrie Fisher,"tt0080684,tt0086190,tt2527336,tt0076759"
nm0000403,Bridget Fonda,"tt0105414,tt0120324,tt0139414,tt0107843"
nm0000404,Jane Fonda,"tt0067309,tt0062711,tt0369735,tt3312830"
nm0000405,Michelle Forbes,"tt0844441,tt0116225,tt0107302,tt1951266"
nm0000406,John Ford,"tt0045061,tt0032551,tt0031971,tt0056217"
nm0000407,Vivica A. Fox,"tt0373474,tt0266697,tt0116629,tt0118688"
nm0000408,Jonathan Frakes,"tt0120844,tt0111280,tt0117731,tt0253754"
nm0000409,Brendan Fraser,"tt0120616,tt0209163,tt0119190,tt0375679"
nm0000410,Stephen Fry,"tt0434409,tt0280707,tt0120514,tt0371724"
nm0000411,Edward Furlong,"tt0120586,tt0103064,tt0990407,tt0165710"
nm0000412,Andy Garcia,"tt0240772,tt0099674,tt0349903,tt0343996"
nm0000413,Janeane Garofalo,"tt0117979,tt0382932,tt0243655,tt0132347"
nm0000414,Teri Garr,"tt0088680,tt0084805,tt0075860,tt0072431"
nm0000415,Jami Gertz,"tt0088128,tt0093437,tt0117998,tt0320970"
nm0000416,Terry Gilliam,"tt0085959,tt0081633,tt0088846,tt0071853"
nm0000417,Crispin Glover,"tt0091860,tt1729632,tt0310357,tt0088763"
nm0000418,Danny Glover,"tt1190080,tt0122151,tt0104714,tt0093409"
nm0000419,Jean-Luc Godard,"tt0053472,tt0059592,tt0056663,tt0057345"
nm0000420,Valeria Golino,"tt0102059,tt0095953,tt8613070,tt0107144"
nm0000421,Cuba Gooding Jr.,"tt0203019,tt0116695,tt0316465,tt0114069"
nm0000422,John Goodman,"tt0101410,tt1024648,tt1179933,tt1907668"
nm0000423,Serena Grandi,"tt0104123,tt0089271,tt0089598,tt2358891"
nm0000424,Hugh Grant,"tt0125439,tt0314331,tt0276751,tt0109831"
nm0000425,Peter Greenaway,"tt0092929,tt0097108,tt0446750,tt1702429"
nm0000426,Jennifer Grey,"tt0087985,tt2013293,tt0092890,tt0091042"
nm0000427,Pam Grier,"tt0069897,tt0228333,tt0119396,tt0071517"
nm0000428,D.W. Griffith,"tt0004972,tt0006864,tt0009559,tt0010484"
nm0000429,Melanie Griffith,"tt0091983,tt0086984,tt0119558,tt0096463"
nm0000430,Steve Guttenberg,"tt0087928,tt0094137,tt0089822,tt0091949"
nm0000431,Taylor Hackford,"tt0109642,tt0350258,tt0084434,tt0106469"
nm0000432,Gene Hackman,"tt0071360,tt0067116,tt0105695,tt0265666"
nm0000433,Corey Haim,"tt0091445,tt0095519,tt0090021,tt0093437"
nm0000434,Mark Hamill,"tt0080684,tt0086190,tt0076759,tt2527336"
nm0000435,Daryl Hannah,"tt0094291,tt0266697,tt0378194,tt0088161"
nm0000436,Curtis Hanson,"tt0388125,tt0104389,tt0119488,tt0298203"
nm0000437,Woody Harrelson,"tt0117318,tt1156398,tt2356777,tt0110632"
nm0000438,Ed Harris,"tt0112384,tt0120382,tt0183659,tt0800308"
nm0000439,Neil Patrick Harris,"tt2267998,tt4834206,tt0460649,tt0120201"
nm0000440,Nina Hartley,"tt0118749,tt0126098,tt0189990,tt1282224"
nm0000441,Noah Hathaway,"tt0077215,tt0092115,tt0088323,tt0076984"
nm0000442,Rutger Hauer,"tt0083658,tt1640459,tt0091209,tt0401792"
nm0000443,Goldie Hawn,"tt0093693,tt0081375,tt0116313,tt0104070"
nm0000444,Glenne Headly,"tt0099422,tt2229499,tt0113862,tt0095031"
nm0000445,Dan Hedaya,"tt0112697,tt0166924,tt0114814,tt0086979"
nm0000446,Mariel Hemingway,"tt0094074,tt0079522,tt0159730,tt0088960"
nm0000447,Marilu Henner,"tt0077089,tt0087507,tt0105017,tt0102250"
nm0000448,Lance Henriksen,"tt0114214,tt0090605,tt0107076,tt0370263"
nm0000449,Natasha Henstridge,"tt0190138,tt0228333,tt0114508,tt0120841"
nm0000450,Philip Seymour Hoffman,"tt0292963,tt0472062,tt0379725,tt1560747"
nm0000451,Gaby Hoffmann,"tt0116242,tt0114011,tt0097351,tt0098554"
nm0000452,Lauren Holly,"tt0109686,tt0207201,tt0103512,tt0106770"
nm0000453,Ian Holm,"tt0120681,tt0120737,tt0167260,tt0088846"
nm0000454,Dennis Hopper,"tt0090756,tt0111257,tt0064276,tt0114898"
nm0000455,John Hughes,"tt0093748,tt0091042,tt0098554,tt0090305"
nm0000456,Holly Hunter,"tt0107822,tt3606756,tt0328538,tt0092699"
nm0000457,John Hurt,"tt0087803,tt0077928,tt0080678,tt0078748"
nm0000458,William Hurt,"tt0080360,tt0092699,tt0399146,tt0120738"
nm0000459,Timothy Hutton,"tt1103987,tt0343737,tt0115639,tt0081283"
nm0000460,Jeremy Irons,"tt0110357,tt2094766,tt2975590,tt0094964"
nm0000461,Michael Ironside,"tt0092099,tt0100802,tt0120201,tt0081455"
nm0000462,Kate Jackson,"tt0073972,tt0084293,tt0059978,tt0085088"
nm0000463,Famke Janssen,"tt0113189,tt0120903,tt0376994,tt0185371"
nm0000464,Jim Jarmusch,"tt0088184,tt0412019,tt5247022,tt1714915"
nm0000465,Ron Jeremy,"tt0144117,tt0165710,tt0120577,tt0124819"
nm0000466,Jean-Pierre Jeunet,"tt1149361,tt0344510,tt0211915,tt0101700"
nm0000467,Don Johnson,"tt0072730,tt8946378,tt1853728,tt0086759"
nm0000468,Lynn-Holly Johnson,"tt0088395,tt0081738,tt0082398,tt0077716"
nm0000469,James Earl Jones,"tt6105098,tt0099810,tt0086190,tt3748528"
nm0000470,Jeffrey Jones,"tt0109707,tt0091225,tt0086879,tt0091042"
nm0000471,Raul Julia,"tt0111301,tt0100404,tt0101272,tt0106220"
nm0000472,Boris Karloff,"tt0026138,tt0023245,tt0032258,tt0024894"
nm0000473,Diane Keaton,"tt0356680,tt0337741,tt0073312,tt0075686"
nm0000474,Michael Keaton,"tt2562232,tt4276820,tt0096895,tt1895587"
nm0000475,Patsy Kensit,"tt0097733,tt0090585,tt0079268,tt0068069"
nm0000476,Sally Kirkland,"tt7525642,tt0102138,tt3216866,tt0092569"
nm0000477,Mia Kirshner,"tt0387877,tt0330251,tt3520702"
nm0000478,Tawny Kitaen,"tt0086927,tt0087903,tt0111999,tt2797190"
nm0000479,Walter Koenig,"tt0092007,tt0102975,tt0084726,tt0060028"
nm0000480,Elias Koteas,"tt0120863,tt0100758,tt0114194,tt0822854"
nm0000481,Alice Krige,"tt0117731,tt0105428,tt1981115,tt9086228"
nm0000482,Sylvia Kristel,"tt0077497,tt0071464,tt0078740,tt0081249"
nm0000483,Christopher Lambert,"tt0120604,tt0113855,tt0091203,tt0106950"
nm0000484,John Landis,"tt0080455,tt0118747,tt0086491,tt0067716"
nm0000485,Fritz Lang,"tt0019415,tt0017136,tt0057345,tt0022100"
nm0000486,Heather Langenkamp,"tt0094490,tt0111686,tt13444912,tt0087800"
nm0000487,Ang Lee,"tt0190332,tt0808357,tt0454876,tt0388795"
nm0000488,Brandon Lee,"tt0099978,tt0105219,tt0102915,tt0109506"
nm0000489,Christopher Lee,"tt0120737,tt0070917,tt0121765,tt0167261"
nm0000490,Spike Lee,"tt0091939,tt0097216,tt0104797,tt9777644"
nm0000491,John Leguizamo,"tt0203009,tt0117509,tt0119887,tt0120177"
nm0000492,Jennifer Jason Leigh,"tt0109642,tt0108122,tt0105414,tt3460252"
nm0000493,Jack Lemmon,"tt0053604,tt0053291,tt0104348,tt0107050"
nm0000494,Robert Sean Leonard,"tt0412142,tt0107616,tt0108265,tt0097165"
nm0000495,Téa Leoni,"tt0371246,tt0163025,tt0218967,tt0120647"
nm0000496,Juliette Lewis,"tt0110632,tt0116367,tt0101540,tt1322269"
nm0000497,Jennifer Lien,"tt0133189,tt0112178,tt0120586,tt0106100"
nm0000498,Matthew Lillard,"tt0133189,tt0331632,tt0267913,tt1033575"
nm0000499,Bai Ling,"tt0405336,tt1121931,tt0119994,tt0109506"
nm0000500,Richard Linklater,"tt0243017,tt1065073,tt0405296,tt2209418"
nm0000501,Ray Liotta,"tt0272207,tt0091983,tt0099685,tt0365686"
nm0000502,Christopher Lloyd,"tt0096438,tt0106220,tt0088763,tt0088930"
nm0000503,Emily Lloyd,"tt0105265,tt0094331,tt0120490,tt0310952"
nm0000504,Amy Locane,"tt0103491,tt0274812,tt0105327,tt0099329"
nm0000505,Nia Long,"tt2083355,tt0181984,tt0208003,tt0168501"
nm0000506,Julia Louis-Dreyfus,"tt2390361,tt1759761,tt0462128,tt0098904"
nm0000507,Rob Lowe,"tt0090060,tt1291580,tt0086066,tt0105793"
nm0000508,Carey Lowell,"tt0113627,tt0098844,tt0108160,tt0097742"
nm0000509,Bela Lugosi,"tt0024188,tt0024894,tt0021814,tt0047898"
nm0000510,Andie MacDowell,"tt0107048,tt0109831,tt0098724,tt0102070"
nm0000511,Shirley MacLaine,"tt0098384,tt0048750,tt0053604,tt0086425"
nm0000512,Elle Macpherson,"tt0119051,tt0118688,tt0117057,tt0111201"
nm0000513,William H. Macy,"tt1586680,tt0116282,tt0175880,tt0118749"
nm0000514,Michael Madsen,"tt0266697,tt0105236,tt3460252,tt0114508"
nm0000515,Virginia Madsen,"tt0375063,tt0114194,tt0087182,tt0103919"
nm0000516,Lee Majors,"tt0071054,tt0081859,tt0058791,tt0096061"
nm0000517,Terrence Malick,"tt0478304,tt0077405,tt0069762,tt0120863"
nm0000518,John Malkovich,"tt1245526,tt0107206,tt0120601,tt0094947"
nm0000519,David Mamet,"tt0120885,tt0104348,tt0120202,tt0093223"
nm0000520,Michael Mann,"tt0369339,tt0104691,tt0091474,tt0140352"
nm0000521,Sophie Marceau,"tt0143145,tt0082100,tt1194616,tt0112573"
nm0000522,Vanessa Marcil,"tt0364828,tt0056758,tt0117500,tt0098749"
nm0000523,Julianna Margulies,"tt0108757,tt0288477,tt1174730,tt0417148"
nm0000524,Mary Stuart Masterson,"tt0073747,tt0106387,tt0101921,tt0094006"
nm0000525,Heather Matarazzo,"tt0498353,tt0120577,tt0114906,tt0247638"
nm0000526,Samantha Mathis,"tt0108255,tt0115759,tt0100436,tt0144084"
nm0000527,Walter Matthau,"tt0063374,tt0056923,tt0072251,tt0060424"
nm0000528,Mathilda May,"tt0089489,tt0102130,tt0092797,tt0119395"
nm0000529,Debi Mazar,"tt1674771,tt0112950,tt0106375,tt0140352"
nm0000530,Andrew McCarthy,"tt0098627,tt2741602,tt2372162,tt0091790"
nm0000531,Frances McDormand,"tt5027774,tt0181875,tt1748122,tt0116282"
nm0000532,Malcolm McDowell,"tt0080025,tt0111280,tt0373883,tt0066921"
nm0000533,Gates McFadden,"tt0120844,tt0117731,tt0111280,tt0253754"
nm0000534,Kelly McGillis,"tt0090329,tt1464580,tt0094608,tt0092099"
nm0000535,Rose McGowan,"tt0462322,tt0155776,tt1077258,tt0158552"
nm0000536,Robert Duncan McNeill,"tt0112178,tt2197797,tt0093507,tt0387054"
nm0000537,Steve McQueen,"tt0057115,tt0068638,tt0070511,tt0062765"
nm0000538,Colm Meaney,"tt0375912,tt0106145,tt0118880,tt0105690"
nm0000539,Dina Meyer,"tt0253754,tt0113481,tt0120201,tt0387564"
nm0000540,Russ Meyer,"tt0078846,tt0054859,tt0075376,tt0059170"
nm0000541,Bette Midler,"tt0107120,tt0116313,tt0094715,tt0091877"
nm0000542,Penelope Ann Miller,"tt0099938,tt0106519,tt1655442,tt0099615"
nm0000543,Sal Mineo,"tt0048545,tt0067065,tt0049261,tt0053804"
nm0000544,Carmen Miranda,"tt0039277,tt0035916,tt0036881,tt0037295"
nm0000545,Helen Mirren,"tt0280707,tt0975645,tt0436697,tt1245526"
nm0000546,Matthew Modine,"tt0112760,tt2932536,tt1345836,tt0093058"
nm0000547,Alfred Molina,"tt0118749,tt0175880,tt0316654,tt0120679"
nm0000548,Elizabeth Montgomery,"tt0076981,tt0057733,tt0073273,tt0071868"
nm0000549,Roger Moore,"tt0079574,tt0090264,tt0076752,tt0086034"
nm0000550,Kate Mulgrew,"tt0112178,tt0089901,tt0253754,tt2372162"
nm0000551,Dermot Mulroney,"tt1322269,tt0356680,tt0119738,tt0096487"
nm0000552,Eddie Murphy,"tt0126029,tt0443489,tt0094898,tt0117218"
nm0000553,Liam Neeson,"tt0429493,tt0108052,tt1601913,tt0362269"
nm0000554,Sam Neill,"tt0107290,tt4698684,tt0107822,tt0163025"
nm0000555,Judd Nelson,"tt0092106,tt0088847,tt0090060,tt0102526"
nm0000556,Olivia Newton-John,"tt0119094,tt0077631,tt0086494,tt0081777"
nm0000557,Brigitte Nielsen,"tt0089893,tt0092644,tt5073058"
nm0000558,Leslie Nielsen,"tt0080339,tt0095705,tt0102510,tt0120901"
nm0000559,Leonard Nimoy,"tt0796366,tt0088170,tt0092007,tt0102975"
nm0000560,Nick Nolte,"tt0118564,tt0102713,tt1291584,tt0120863"
nm0000561,Peter North,"tt0160323,tt0199096,tt0183057,tt0378461"
nm0000562,Jeremy Northam,"tt0116191,tt0155388,tt0280707,tt0284978"
nm0000563,Chris O'Donnell,"tt0190865,tt0108333,tt0105323,tt0118688"
nm0000564,Peter O'Toole,"tt0332452,tt0056172,tt0081568,tt0063227"
nm0000565,Lena Olin,"tt0096332,tt0107983,tt0241303,tt0285333"
nm0000566,Julia Ormond,"tt0421715,tt0114319,tt0110322,tt1655420"
nm0000567,George Orwell,"tt2467700,tt0087803,tt0048918,tt0498637"
nm0000568,Frank Oz,"tt0121765,tt0087755,tt0074028,tt0063951"
nm0000569,Gwyneth Paltrow,"tt0120148,tt0138097,tt0116191,tt1300854"
nm0000570,Alan Parker,"tt0116250,tt0077928,tt0095647,tt0101605"
nm0000571,Mary-Louise Parker,"tt1245526,tt0439100,tt1821694,tt0790736"
nm0000572,Sarah Jessica Parker,"tt0159206,tt1000774,tt0356680,tt1261945"
nm0000573,Dolly Parton,"tt0162822,tt0073984,tt0092342,tt0080319"
nm0000574,Jason Patric,"tt0480255,tt0117665,tt0120179,tt0093437"
nm0000575,Alexandra Paul,"tt0085333,tt0092925,tt0106689,tt0096542"
nm0000576,Sean Penn,"tt0327056,tt0112818,tt1013753,tt0315733"
nm0000577,George Peppard,"tt0054698,tt0057917,tt0060177,tt0068663"
nm0000578,Anthony Perkins,"tt0086154,tt0091799,tt0054215,tt0078869"
nm0000579,Ron Perlman,"tt0092319,tt0411477,tt3973768,tt0167190"
nm0000580,Luke Perry,"tt0103893,tt7131622,tt0098749,tt0119116"
nm0000581,Joseph L. Mankiewicz,"tt0041587,tt0056937,tt0042192,tt0069281"
nm0000582,Joe Pesci,"tt0081398,tt1302006,tt0099685,tt0104952"
nm0000583,Wolfgang Petersen,"tt0114069,tt0089092,tt0118571,tt0082096"
nm0000584,Amanda Peterson,"tt0089114,tt0092718,tt0083564,tt0092488"
nm0000585,Robert Picardo,"tt0117731,tt0093260,tt0112178,tt0094433"
nm0000586,Jada Pinkett Smith,"tt0369339,tt0120082,tt0234215,tt0242653"
nm0000587,Donald Pleasence,"tt0057115,tt0077651,tt0082495,tt0062512"
nm0000588,Martha Plimpton,"tt0115639,tt0091557,tt0098067,tt0089218"
nm0000589,Eve Plumb,"tt5037914,tt2359024,tt1595859,tt9278110"
nm0000590,Edgar Allan Poe,"tt0379889,tt8646426,tt1663656,tt1772264"
nm0000591,Roman Polanski,"tt1139328,tt0071315,tt1692486,tt0074811"
nm0000592,Pete Postlethwaite,"tt1375666,tt0119567,tt0840361,tt0114814"
nm0000593,Kelly Preston,"tt0116695,tt0286788,tt0185183,tt0126916"
nm0000594,Jason Priestley,"tt2334593,tt0098749,tt1558182,tt5722298"
nm0000595,Victoria Principal,"tt0068853,tt0071455,tt0077000,tt0075393"
nm0000596,Jonathan Pryce,"tt3750872,tt8404614,tt0120347,tt0104348"
nm0000597,Bill Pullman,"tt1628841,tt0116922,tt0094012,tt0116629"
nm0000598,Dennis Quaid,"tt0297884,tt0385267,tt0186151,tt0319262"
nm0000599,Kathleen Quinlan,"tt0118771,tt0454841,tt0101761,tt0112384"
nm0000600,Sam Raimi,"tt0099365,tt0145487,tt0106308,tt0083907"
nm0000601,Harold Ramis,"tt0087332,tt0478311,tt0107048,tt0083131"
nm0000602,Robert Redford,"tt0074119,tt0081283,tt0064115,tt0087781"
nm0000603,Vanessa Redgrave,"tt0783233,tt1372686,tt0892318,tt0104454"
nm0000604,John C. Reilly,"tt0841046,tt2015381,tt0299658,tt0118749"
nm0000605,Brad Renfro,"tt0109446,tt0117665,tt0118636,tt0112757"
nm0000606,Jean Reno,"tt0095250,tt0122690,tt0383216,tt0110413"
nm0000607,Paul Reubens,"tt0251640,tt0090500,tt0089791,tt0094744"
nm0000608,Burt Reynolds,"tt0076729,tt0068473,tt0117765,tt0118749"
nm0000609,Ving Rhames,"tt0120755,tt2381249,tt0163988,tt0110912"
nm0000610,Giovanni Ribisi,"tt0499549,tt0181984,tt0346156,tt0377062"
nm0000611,Ariana Richards,"tt0100814,tt0119567,tt0107290,tt0259685"
nm0000612,Denise Richards,"tt0120890,tt0314331,tt0143145,tt0120201"
nm0000613,Joely Richardson,"tt0115433,tt0187393,tt0361217,tt0119081"
nm0000614,Alan Rickman,"tt0408236,tt0102798,tt0095016,tt1201607"
nm0000615,John Ritter,"tt0100419,tt0075596,tt0307987,tt0117666"
nm0000616,Eric Roberts,"tt1791528,tt0468569,tt0089941,tt1320253"
nm0000617,Tanya Roberts,"tt0083630,tt0088103,tt0090264,tt0165598"
nm0000618,Isabella Rossellini,"tt0104070,tt2316411,tt0090756,tt0106881"
nm0000619,Tim Roth,"tt3460252,tt0114287,tt0133152,tt0110912"
nm0000620,Mickey Rourke,"tt0092563,tt1125849,tt0401792,tt1228705"
nm0000621,Kurt Russell,"tt3460252,tt3896198,tt0116253,tt0116225"
nm0000622,Theresa Russell,"tt0080408,tt0098093,tt0120890,tt0413300"
nm0000623,Rene Russo,"tt0155267,tt0122151,tt2872718,tt0117438"
nm0000624,Laura San Giacomo,"tt0118364,tt0100405,tt0102744,tt0098724"
nm0000625,Fred Savage,"tt0090768,tt0295178,tt0094582,tt0093779"
nm0000626,John Sayles,"tt0087004,tt0119657,tt0095082,tt0116905"
nm0000627,Greta Scacchi,"tt0217629,tt0117442,tt0116191,tt0105151"
nm0000628,Johnathon Schaech,"tt0117887,tt0159276,tt11695190,tt0926129"
nm0000629,Claudia Schiffer,"tt0110989,tt0196229,tt0314331,tt2802144"
nm0000630,Liev Schreiber,"tt1895587,tt0368008,tt0458525,tt0404030"
nm0000631,Ridley Scott,"tt0103074,tt0172495,tt0083658,tt3659388"
nm0000632,Jerry Seinfeld,"tt2314952,tt12117854,tt0098904,tt0389790"
nm0000633,Tom Selleck,"tt1595859,tt0094137,tt0119360,tt0080240"
nm0000634,Peter Sellers,"tt0075066,tt0072081,tt0078841,tt0057012"
nm0000635,Yahoo Serious,"tt0096486,tt0156807,tt0107930,tt6893696"
nm0000636,William Shakespeare,"tt14297038,tt10095582,tt3894536,tt8632012"
nm0000637,Tupac Shakur,"tt0109035,tt0104573,tt0107840,tt0118900"
nm0000638,William Shatner,"tt0088170,tt0084726,tt0098382,tt0079945"
nm0000639,Ally Sheedy,"tt0086567,tt0139362,tt0091949,tt0088847"
nm0000640,Martin Sheen,"tt0407887,tt0078788,tt0069762,tt1441912"
nm0000641,Gary Sinise,"tt0117438,tt0109830,tt0105046,tt0112384"
nm0000642,Marina Sirtis,"tt0111280,tt0117731,tt0120844,tt0375679"
nm0000643,Tom Skerritt,"tt0078748,tt0092099,tt0098384,tt0118884"
nm0000644,Helen Slater,"tt0091877,tt0088206,tt0093936,tt0089470"
nm0000645,Anna Nicole Smith,"tt0377471,tt0110622,tt0110074,tt0758754"
nm0000646,Jaclyn Smith,"tt0065374,tt0094791,tt5033998,tt0081232"
nm0000647,Alan Smithee,"tt0118577,tt0116514,tt4591238,tt0086491"
nm0000648,Wesley Snipes,"tt0120611,tt0102526,tt0105812,tt0106697"
nm0000649,Paul Sorvino,"tt0099685,tt0963194,tt0102803,tt0113987"
nm0000650,Talisa Soto,"tt0117723,tt0119707,tt0113855,tt0097742"
nm0000651,Sissy Spacek,"tt1454029,tt0074285,tt0247425,tt0080549"
nm0000652,James Spader,"tt2395427,tt2741602,tt0098724,tt0402711"
nm0000653,Brent Spiner,"tt1628841,tt0111280,tt0253754,tt0117731"
nm0000654,Terence Stamp,"tt1385826,tt1047011,tt0165854,tt0109045"
nm0000655,Eric Stoltz,"tt0289879,tt0110912,tt0089560,tt0094006"
nm0000656,Madeleine Stowe,"tt0108122,tt0114746,tt0104691,tt0144214"
nm0000657,David Strathairn,"tt0440963,tt0433383,tt0831387,tt0443272"
nm0000658,Meryl Streep,"tt1322269,tt0089755,tt0458352,tt0084707"
nm0000659,Barbra Streisand,"tt0062994,tt0086619,tt0069495,tt0117057"
nm0000660,Tami Stronach,"tt6557704,tt3222644,tt0088323,tt12623434"
nm0000661,Donald Sutherland,"tt0077745,tt1951264,tt1951265,tt0414387"
nm0000662,Kiefer Sutherland,"tt0285331,tt0183649,tt1527186,tt0790686"
nm0000663,Dominique Swain,"tt0119094,tt0426883,tt0203975,tt0119558"
nm0000664,Patrick Swayze,"tt0102685,tt0092890,tt0099653,tt0098206"
nm0000665,D.B. Sweeney,tt0104040
nm0000666,Lili Taylor,"tt0116594,tt3488298,tt1457767"
nm0000667,David Thewlis,"tt0466909,tt0451279,tt0107653,tt1201607"
nm0000668,Emma Thompson,"tt0114388,tt2140373,tt0107943,tt0314331"
nm0000669,Fred Thompson,"tt0099423,tt0093640,tt0099810,tt0109190"
nm0000670,Lea Thompson,"tt0088763,tt5039578,tt1758772,tt1727381"
nm0000671,Billy Bob Thornton,"tt0285742,tt0117666,tt0243133,tt0120324"
nm0000672,Meg Tilly,"tt0085244,tt0086154,tt0088683,tt0106452"
nm0000673,Marisa Tomei,"tt0104952,tt0247425,tt1125849,tt0207201"
nm0000674,Tamlyn Tomita,"tt0411951,tt0406759,tt0091326,tt0319262"
nm0000675,Jeanne Tripplehorn,"tt0103772,tt0114898,tt0106918,tt0120148"
nm0000676,Chris Tucker,"tt1045658,tt0266915,tt0119695,tt0120812"
nm0000677,Robin Tunney,"tt0190865,tt0146675,tt0115963,tt0112950"
nm0000678,Kathleen Turner,"tt0111127,tt0091738,tt0082089,tt0088011"
nm0000679,Deborah Kara Unger,"tt0119174,tt1441912,tt0317042,tt0328538"
nm0000680,Casper Van Dien,"tt0437086,tt0162661,tt0120856,tt0120201"
nm0000681,Vince Vaughn,"tt0452594,tt5657856,tt0396269,tt1078940"
